@RELATION testDogx
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {Dog,Man,Clatter,Bang,Lownoise}

@DATA
0.041198,0.050650,3.039457,0.095359,0.157335,0.054231,0.007934,0.057169,-22.700228,2.180715,-1.827976,0.266199,-0.669227,-0.195308,0.589464,-0.395220,-0.521552,0.169720,-0.339934,-0.130496,0.132760,0.006598,0.004657,0.008661,0.012686,0.016386,0.017502,0.012801,0.008864,0.015072,0.005869,0.010564,0.005318,0.008215,0.009344,0.022018,0.167263,0.010892,0.014371,0.027273,0.004384,0.006468,0.716920,0.415165,0.481615,0.157226,0.428264,0.331196,0.438341,0.187860,0.307936,0.284531,0.162018,0.144099,0.060262,0.008406,0.003425,0.007910,0.008427,0.011575,0.010782,0.009848,0.005601,0.009886,0.001550,0.007696,0.007604,0.001635,Man
0.076175,0.049148,3.083046,0.128013,0.160894,0.402848,0.007016,0.097600,-23.931640,0.986155,-0.809148,0.852262,-0.978111,0.152082,0.053913,-0.930847,0.064891,0.359752,-0.461329,-0.124736,0.182590,0.010607,0.004155,0.003105,0.005007,0.003694,0.011667,0.010960,0.004116,0.014047,0.010365,0.013856,0.004750,0.007099,0.036934,0.059709,0.109064,0.029918,0.030118,0.522414,0.004482,0.053448,1.085983,0.766681,0.769852,0.359622,0.726743,0.495552,0.318008,0.128448,0.256422,0.182422,0.140049,0.124208,0.169885,0.012923,0.005018,0.002769,0.005940,0.003254,0.012739,0.008035,0.004478,0.003558,0.007146,0.013254,0.006195,0.003764,Man
0.030159,0.076391,3.146920,0.080992,0.137674,0.050522,0.013918,0.045105,-22.936066,2.861048,-1.062906,0.462583,-0.575570,-0.087528,-0.212246,-0.269735,0.121632,0.027428,-0.239901,0.065531,-0.064340,0.013108,0.006883,0.010880,0.016886,0.021823,0.023709,0.032828,0.002707,0.010726,0.021515,0.024275,0.019433,0.021183,0.012078,0.110894,0.120812,0.020025,0.041132,0.035505,0.011958,0.019990,0.773956,0.627091,0.695831,0.664537,0.492675,0.272749,0.331876,0.269059,0.239962,0.267372,0.277710,0.211809,0.152785,0.010331,0.013207,0.009615,0.028843,0.016589,0.031205,0.044885,0.003006,0.011401,0.021954,0.024399,0.020361,0.010747,Man
0.043363,0.154894,3.081312,0.089711,0.135037,0.094812,0.010271,0.060767,-21.583232,1.658804,-1.390354,0.596568,-0.764586,-0.323697,-0.011954,-0.380705,-0.332928,-0.027137,-0.125273,0.135719,-0.051594,0.008833,0.005368,0.011922,0.017170,0.023029,0.019586,0.013169,0.006270,0.017315,0.011749,0.012048,0.008171,0.015982,0.010595,0.136856,0.182560,0.019228,0.030319,0.065200,0.004816,0.012207,1.253992,0.754154,0.623546,0.475560,0.602785,0.298886,0.330729,0.308098,0.303762,0.239495,0.250987,0.242828,0.236688,0.009660,0.008556,0.014143,0.019074,0.032561,0.019646,0.013309,0.008142,0.021507,0.014622,0.014654,0.008136,0.008745,Man
0.056375,0.040022,3.048065,0.082882,0.119805,0.273448,0.011812,0.083485,-23.325506,2.230713,-1.674407,0.566513,-0.494529,-0.362945,-0.081459,-0.284901,-0.505625,-0.286504,-0.032855,-0.137170,-0.143797,0.004970,0.001503,0.008900,0.018748,0.030619,0.008775,0.011041,0.014981,0.002648,0.012494,0.030273,0.010592,0.013089,0.036583,0.032557,0.201260,0.013647,0.020524,0.420212,0.007810,0.061502,0.806771,0.451764,0.550644,0.200069,0.531613,0.214256,0.125075,0.040102,0.255370,0.030636,0.109188,0.090551,0.270177,0.002351,0.001126,0.006972,0.009132,0.010546,0.009607,0.008178,0.019095,0.001045,0.007389,0.024129,0.014341,0.005012,Man
0.045826,0.268004,3.123585,0.097573,0.139490,0.155680,0.009623,0.065789,-20.378050,1.303341,-1.387237,-0.129737,-1.389502,0.015685,-0.151143,-0.355930,0.074379,0.015877,-0.038791,0.154598,0.003969,0.018205,0.010787,0.010136,0.011327,0.004786,0.022446,0.012683,0.002627,0.019715,0.017073,0.012792,0.019149,0.018874,0.014299,0.151512,0.271088,0.021773,0.028090,0.105024,0.006523,0.019834,1.285769,0.809751,0.337217,0.364950,0.403945,0.339091,0.461455,0.272889,0.239078,0.214211,0.247569,0.376683,0.188620,0.029064,0.015893,0.018602,0.011356,0.004382,0.029208,0.011312,0.003411,0.025945,0.018625,0.020706,0.031257,0.008896,Man
0.046733,0.094768,3.016071,0.089497,0.125283,0.136748,0.007279,0.062432,-22.018034,1.459994,-1.405984,0.260257,-0.983649,0.022666,0.283750,-0.408275,-0.368875,-0.148534,-0.088635,0.187530,0.078920,0.003821,0.004693,0.005464,0.011834,0.016009,0.027344,0.012276,0.003437,0.032441,0.009556,0.005223,0.005072,0.013407,0.012217,0.095949,0.249809,0.020994,0.034522,0.111929,0.003849,0.014127,1.429892,0.651909,0.862816,0.344733,0.589525,0.161720,0.287457,0.146799,0.249082,0.153281,0.244135,0.178546,0.194025,0.003370,0.003401,0.004730,0.012055,0.010545,0.019548,0.006606,0.002824,0.029057,0.015043,0.005469,0.004092,0.006429,Man
0.065426,0.104449,3.097391,0.104710,0.124533,0.417876,0.006007,0.102269,-22.050046,0.875028,-0.648488,-0.036271,-1.362002,0.420056,-0.417308,-0.192473,-0.310861,-0.216767,0.126553,0.079674,0.153978,0.005516,0.007112,0.004010,0.010681,0.022407,0.031248,0.012592,0.004867,0.005271,0.004027,0.007562,0.008575,0.012121,0.034928,0.094826,0.152231,0.026275,0.034743,0.453491,0.003639,0.053274,1.695000,1.065383,1.069633,0.140342,0.293049,0.373158,0.281703,0.126294,0.175091,0.094939,0.142437,0.183139,0.157607,0.006834,0.004935,0.003996,0.023293,0.023176,0.026398,0.008835,0.006164,0.003602,0.007415,0.008142,0.011283,0.007835,Man
0.047648,0.092852,3.114087,0.090907,0.133035,0.153111,0.008961,0.068345,-22.207710,1.772150,-1.592842,0.472821,-0.750808,-0.297185,-0.080503,-0.233642,-0.374970,-0.050935,0.005649,-0.063445,0.170046,0.009675,0.008974,0.005639,0.009160,0.011881,0.032795,0.023916,0.003916,0.025610,0.006960,0.005435,0.010645,0.017366,0.017590,0.069781,0.158791,0.016795,0.028152,0.202522,0.003709,0.023288,1.140641,0.543730,0.727372,0.336157,0.473986,0.257470,0.279316,0.248035,0.187938,0.226086,0.177055,0.163015,0.159745,0.011563,0.009837,0.003789,0.005070,0.010284,0.031154,0.022713,0.003700,0.025744,0.008063,0.004269,0.012237,0.009650,Man
0.046143,0.115224,3.071929,0.093554,0.136834,0.173903,0.008971,0.066175,-22.177726,1.740277,-1.495557,-0.115150,-1.050621,-0.029212,0.042633,-0.297093,-0.179220,-0.121088,0.076782,0.102770,0.034547,0.010702,0.010520,0.005293,0.010209,0.014101,0.024772,0.018245,0.007339,0.027113,0.010026,0.008124,0.007797,0.016242,0.017175,0.102718,0.192855,0.018779,0.027554,0.235527,0.004364,0.036875,1.453941,0.649986,0.816973,0.340324,0.707179,0.302706,0.316527,0.270828,0.221797,0.212003,0.192522,0.216041,0.199325,0.009956,0.013822,0.003624,0.009466,0.015067,0.023298,0.019725,0.008554,0.037577,0.010618,0.012690,0.006802,0.009853,Man
0.033613,0.112706,3.056031,0.091672,0.150923,0.072273,0.008112,0.054144,-21.383643,2.077034,-1.797187,-0.332678,-0.785887,-0.356088,0.086691,-0.272091,-0.396009,0.004800,-0.137208,0.105275,0.082942,0.007912,0.004673,0.019679,0.028116,0.010759,0.016391,0.018346,0.006792,0.012310,0.014478,0.006293,0.007925,0.013742,0.007375,0.061275,0.177336,0.025870,0.042799,0.052067,0.004640,0.012625,0.922907,0.418894,0.443297,0.356541,0.507648,0.291335,0.294914,0.301796,0.247171,0.194152,0.147203,0.191044,0.133281,0.008662,0.004286,0.025920,0.028450,0.008382,0.017006,0.012557,0.004726,0.007167,0.011991,0.008275,0.007154,0.007131,Man
0.034590,0.143145,3.014840,0.090978,0.141087,0.110647,0.012889,0.054180,-21.999436,1.945163,-0.896149,0.038026,-1.134177,-0.187714,-0.313771,-0.427789,-0.461752,0.102303,-0.166848,0.076589,0.268966,0.006264,0.004066,0.005245,0.016727,0.028696,0.049192,0.015743,0.003129,0.023685,0.011108,0.008602,0.004873,0.022306,0.013477,0.126675,0.240921,0.022038,0.039170,0.059087,0.009781,0.026346,1.315131,0.658703,0.797338,0.430124,0.582022,0.440673,0.416672,0.479265,0.262382,0.367053,0.170289,0.111514,0.243054,0.007157,0.004511,0.004576,0.014987,0.057562,0.068303,0.013942,0.003162,0.032195,0.009045,0.009305,0.005369,0.020879,Man
0.055513,0.098347,3.049199,0.100517,0.139678,0.332301,0.010808,0.082486,-22.162980,2.119201,-0.838541,0.018927,-1.033858,-0.247072,-0.081247,-0.412534,-0.261306,0.018794,-0.140311,0.214945,-0.029010,0.014973,0.004578,0.006585,0.016786,0.015940,0.044790,0.012417,0.002631,0.013256,0.022046,0.017268,0.010108,0.019953,0.037934,0.104637,0.195282,0.029086,0.034640,0.436349,0.005813,0.059378,1.596980,0.562008,0.649991,0.428149,0.558553,0.416311,0.303106,0.290295,0.300216,0.226345,0.280214,0.161802,0.223835,0.015694,0.005738,0.006755,0.019764,0.012422,0.044681,0.011502,0.002162,0.013512,0.026999,0.027508,0.013197,0.009993,Man
0.023650,0.096554,2.920356,0.070234,0.123207,0.035040,0.010907,0.026996,-22.536272,2.895429,-1.165262,-0.617035,-0.766895,-0.310253,-0.400565,-0.397826,-0.328737,-0.027073,-0.126385,0.020908,0.146987,0.014740,0.003879,0.006587,0.008041,0.018432,0.110919,0.022240,0.002388,0.016629,0.017081,0.007740,0.010283,0.030996,0.005342,0.044136,0.386225,0.023085,0.043341,0.022731,0.006632,0.007069,0.655231,0.362715,1.017869,0.519676,0.602138,0.257531,0.328266,0.200353,0.358309,0.194282,0.185931,0.190703,0.143037,0.011214,0.002950,0.003437,0.004284,0.012862,0.065394,0.015257,0.002347,0.018145,0.013223,0.007204,0.011709,0.016491,Man
0.068562,0.076009,3.060689,0.096026,0.113360,0.379294,0.008912,0.095080,-22.586194,1.685690,-1.426217,-0.113055,-1.443069,0.251664,-0.000986,-0.560241,-0.156522,-0.159298,-0.233578,0.136326,0.017140,0.007919,0.009409,0.005353,0.012553,0.014483,0.034357,0.011967,0.008002,0.012536,0.008452,0.003489,0.009988,0.013545,0.043390,0.074675,0.167261,0.034989,0.022138,0.532057,0.006078,0.059909,1.636504,0.598677,0.450851,0.207100,0.431075,0.405905,0.255260,0.247197,0.273426,0.206409,0.201813,0.196617,0.167383,0.003743,0.012561,0.003931,0.008470,0.011628,0.045455,0.009691,0.009567,0.007793,0.005941,0.001492,0.006973,0.009385,Man
0.035617,0.148359,3.047899,0.086358,0.132076,0.130176,0.013706,0.048548,-21.572071,1.795651,-0.564701,0.020031,-1.289718,0.225447,-0.068073,-0.397037,-0.389555,-0.169387,-0.222334,0.127069,0.107810,0.006275,0.002170,0.008409,0.032777,0.024739,0.089766,0.023390,0.002685,0.001909,0.013278,0.006720,0.007061,0.031869,0.016754,0.093163,0.157329,0.018994,0.042022,0.091218,0.014425,0.028139,1.285504,1.019571,0.610836,0.583262,0.277502,0.289418,0.364276,0.285694,0.215140,0.242196,0.164036,0.194743,0.147602,0.006045,0.002828,0.006451,0.018685,0.019007,0.103441,0.021279,0.002303,0.001019,0.009199,0.006134,0.008048,0.022646,Man
0.066827,0.073831,3.061703,0.100504,0.126417,0.323806,0.007400,0.095929,-22.589042,1.228288,-1.159242,0.381393,-1.298212,0.231531,0.160137,-0.374373,-0.171859,-0.134929,-0.056891,0.280203,-0.053681,0.008872,0.006061,0.004481,0.006027,0.012035,0.014271,0.013068,0.003873,0.013391,0.008600,0.006441,0.008673,0.008713,0.025190,0.082171,0.160482,0.016363,0.027152,0.373089,0.002983,0.044477,1.278517,0.596005,0.660713,0.373213,0.489783,0.257203,0.345539,0.161839,0.279934,0.175785,0.187562,0.168508,0.255327,0.012261,0.005590,0.003412,0.004184,0.013381,0.010550,0.014617,0.003429,0.009087,0.010605,0.005925,0.009788,0.004003,Man
0.062387,0.136908,3.109424,0.100883,0.127289,0.268658,0.007160,0.089232,-22.605866,0.991158,-1.430065,0.112581,-0.653587,0.074583,0.436104,-0.386586,-0.210011,0.139332,0.148065,0.009332,0.139002,0.005602,0.005991,0.002902,0.005033,0.005995,0.015378,0.003945,0.005580,0.016370,0.002313,0.007280,0.004587,0.007257,0.016314,0.192280,0.142956,0.016829,0.025712,0.240968,0.004630,0.044393,1.999240,0.508357,0.672400,0.114198,0.580851,0.333909,0.310033,0.251600,0.392238,0.271790,0.080690,0.100302,0.281492,0.008442,0.003929,0.002686,0.003363,0.004348,0.010105,0.000458,0.004100,0.018913,0.001153,0.005520,0.004013,0.004112,Man
0.060539,0.101933,2.997949,0.101884,0.130405,0.250724,0.006951,0.099430,-22.440512,1.340672,-1.082530,0.395885,-1.610964,-0.297394,0.021075,-0.268380,-0.150000,0.246090,-0.101034,0.019246,0.222637,0.008100,0.004314,0.002989,0.006581,0.006586,0.004332,0.007440,0.010848,0.014066,0.022441,0.021396,0.009511,0.011375,0.015745,0.108427,0.197696,0.021649,0.013767,0.268886,0.004828,0.064224,1.359184,0.501432,0.305474,0.195144,0.428390,0.415357,0.388446,0.137403,0.159644,0.188670,0.299518,0.249976,0.308021,0.004482,0.003383,0.001850,0.005380,0.004817,0.001693,0.007055,0.014697,0.012476,0.024218,0.018633,0.005254,0.004853,Man
0.050991,0.122465,3.060844,0.097827,0.145768,0.179175,0.013098,0.064701,-22.583869,1.823129,-1.862148,0.112658,-0.507416,-0.373489,0.219222,-0.081515,-0.311168,-0.057855,-0.184081,0.138826,0.026086,0.008924,0.014041,0.007932,0.023165,0.015389,0.017619,0.007751,0.005816,0.009300,0.010326,0.007222,0.013208,0.015995,0.024717,0.132323,0.254574,0.020812,0.029877,0.242150,0.007895,0.034290,1.602210,0.735656,0.474114,0.460287,0.519753,0.242023,0.362652,0.285164,0.239851,0.314583,0.251100,0.228077,0.199943,0.013916,0.025578,0.008038,0.024883,0.023585,0.023215,0.010580,0.007094,0.008411,0.010519,0.008142,0.022937,0.009078,Man
0.061252,0.127059,3.141396,0.102096,0.140652,0.217888,0.006323,0.076407,-21.734162,0.981923,-1.602732,0.168851,-1.301375,0.042693,0.329474,-0.235039,-0.449300,0.081768,-0.002166,0.286703,0.017818,0.012244,0.002962,0.003740,0.003394,0.007022,0.020594,0.013906,0.007147,0.018942,0.003852,0.005974,0.014138,0.009096,0.013572,0.113162,0.144034,0.021066,0.027921,0.177482,0.003930,0.011120,1.248429,0.721478,0.631352,0.147752,0.367775,0.506671,0.434365,0.256840,0.253882,0.164094,0.183680,0.087711,0.189362,0.014774,0.003214,0.002645,0.002634,0.005410,0.011265,0.007881,0.009012,0.009614,0.002694,0.003314,0.009899,0.002683,Man
0.046344,0.064069,3.059416,0.081295,0.119877,0.086317,0.007813,0.068836,-22.257075,1.435805,-1.366760,0.039148,-1.312998,0.340537,0.232003,-0.396864,-0.124256,-0.043366,-0.332628,0.272575,-0.246296,0.010503,0.001878,0.004895,0.007064,0.039744,0.010607,0.007711,0.004104,0.007081,0.015021,0.015527,0.027470,0.015756,0.011720,0.030152,0.147118,0.008699,0.024867,0.032206,0.003715,0.014244,0.726584,0.607567,0.502566,0.237945,0.223263,0.446309,0.419076,0.257100,0.155201,0.364918,0.341472,0.219443,0.203583,0.007648,0.000854,0.003098,0.004911,0.035012,0.006414,0.005405,0.002211,0.005540,0.015481,0.017637,0.024447,0.007502,Man
0.066255,0.088613,2.945956,0.099239,0.115869,0.298779,0.009387,0.081488,-22.725479,1.090691,-1.526707,0.218804,-1.332921,0.244829,0.227979,0.120354,0.047966,-0.163818,-0.291948,0.059416,-0.080919,0.008186,0.019677,0.002863,0.009305,0.007769,0.011160,0.003230,0.004619,0.004001,0.004716,0.004244,0.021521,0.010305,0.017730,0.084190,0.171992,0.016205,0.017332,0.229609,0.001599,0.024306,0.913753,0.420609,0.256066,0.199733,0.202685,0.180080,0.192367,0.169638,0.120514,0.107973,0.098920,0.124175,0.124400,0.003714,0.005725,0.001321,0.005287,0.006725,0.014729,0.003736,0.005522,0.002038,0.002406,0.000822,0.003874,0.003655,Man
0.043519,0.100916,3.083006,0.092352,0.131391,0.211971,0.010233,0.075166,-22.038711,1.446921,-1.311800,0.050091,-0.781815,0.077123,-0.319873,-0.311678,-0.502754,0.118718,-0.222544,0.111635,0.304561,0.004832,0.008608,0.003099,0.006212,0.017049,0.031315,0.015135,0.006402,0.069806,0.003836,0.003119,0.007554,0.027375,0.018803,0.068760,0.193312,0.023977,0.038909,0.196081,0.005575,0.046902,1.117730,0.696137,0.821485,0.523613,0.333197,0.339665,0.429946,0.368784,0.323557,0.317955,0.212917,0.207874,0.223943,0.006138,0.015450,0.002594,0.006492,0.015716,0.057726,0.020179,0.006396,0.060716,0.002052,0.002234,0.007315,0.015438,Man
0.062613,0.217512,3.111252,0.123300,0.156078,0.261803,0.006950,0.085799,-21.627836,0.166188,-1.427731,0.596445,-1.143871,0.062895,0.090824,-0.222709,-0.170541,-0.212745,0.023745,0.187363,-0.057180,0.002950,0.004340,0.004241,0.007208,0.010143,0.005443,0.007941,0.004602,0.009101,0.007997,0.004961,0.009812,0.007495,0.016295,0.201180,0.248652,0.027906,0.024150,0.217263,0.003658,0.027268,1.377470,1.063675,0.597921,0.442915,0.594800,0.353455,0.385148,0.291642,0.184318,0.185238,0.263145,0.266519,0.225725,0.003297,0.004147,0.002294,0.005296,0.013281,0.010775,0.010239,0.005063,0.014506,0.010246,0.007077,0.009632,0.004282,Man
0.051270,0.106255,3.073974,0.095299,0.133223,0.160631,0.007802,0.075382,-21.945068,0.925490,-1.320038,-0.031929,-1.043597,0.445700,0.214002,-0.400636,-0.152031,-0.017299,-0.090451,0.270873,-0.154913,0.008507,0.009785,0.003139,0.006686,0.014281,0.033777,0.011769,0.003751,0.017843,0.008578,0.012247,0.014658,0.015068,0.012149,0.095870,0.153549,0.015841,0.027053,0.123607,0.004069,0.011814,1.853370,0.607291,0.614782,0.559927,0.402929,0.349423,0.448065,0.358962,0.243003,0.203474,0.209449,0.162632,0.160558,0.013089,0.013066,0.002124,0.007808,0.022448,0.026646,0.012381,0.003635,0.013747,0.012338,0.016296,0.014649,0.005925,Man
0.057112,0.265389,3.150116,0.112110,0.142550,0.274928,0.009886,0.075318,-21.440937,0.691954,-1.676972,0.396396,-0.667516,-0.024418,0.148100,-0.577399,-0.078939,0.176939,-0.112481,0.162716,-0.064915,0.012923,0.003654,0.001718,0.006553,0.008195,0.011789,0.006738,0.004678,0.030758,0.009177,0.007123,0.014281,0.014036,0.019745,0.239373,0.123165,0.028899,0.026293,0.203087,0.006654,0.032073,1.681658,0.990937,0.723747,0.497086,0.577211,0.344922,0.366311,0.236286,0.266807,0.237086,0.174658,0.166324,0.210325,0.026398,0.007461,0.000828,0.007740,0.009584,0.019385,0.003420,0.003523,0.032809,0.007538,0.009222,0.021151,0.009011,Man
0.058923,0.127428,3.036916,0.097935,0.125925,0.304013,0.007229,0.092196,-21.676220,1.393901,-1.174317,0.138628,-1.323496,-0.074403,-0.009212,-0.283689,-0.202772,-0.022635,-0.052871,0.009031,0.112096,0.015410,0.012963,0.004174,0.006991,0.018635,0.025978,0.012492,0.003106,0.020285,0.005565,0.005138,0.010894,0.011158,0.019918,0.103399,0.158154,0.016439,0.014368,0.278844,0.002040,0.033264,0.979937,0.449984,0.412152,0.231321,0.350331,0.244641,0.268374,0.180564,0.176625,0.155723,0.185054,0.168459,0.131104,0.008700,0.007243,0.002193,0.005487,0.006530,0.014427,0.004818,0.002080,0.013186,0.003417,0.003073,0.008950,0.004401,Man
0.051207,0.142015,3.074246,0.095153,0.129096,0.163763,0.009070,0.070388,-21.664454,1.173871,-1.531436,0.334768,-1.117802,-0.037602,0.189894,-0.261136,-0.250629,0.049970,-0.165373,0.110812,0.082177,0.008847,0.009138,0.006430,0.010970,0.010888,0.014168,0.012155,0.009618,0.015272,0.011043,0.008648,0.005228,0.011715,0.014808,0.138484,0.195936,0.021129,0.031916,0.124605,0.004065,0.009643,1.314910,0.734625,0.567561,0.501908,0.567961,0.353282,0.330295,0.226817,0.243954,0.193924,0.220589,0.209151,0.195006,0.009108,0.014531,0.006283,0.016952,0.010275,0.018922,0.008941,0.009569,0.014106,0.016333,0.011456,0.003669,0.007415,Man
0.098639,0.052340,2.929518,0.126369,0.123278,0.594483,0.007419,0.124682,-23.667252,1.218503,-1.565089,0.273456,-0.997616,0.431563,0.558981,-0.337203,-0.077926,-0.225101,-0.546259,0.049455,-0.125194,0.002146,0.002412,0.007429,0.011441,0.009687,0.009950,0.003602,0.010798,0.003674,0.003453,0.006020,0.005037,0.006062,0.057373,0.042352,0.142151,0.038456,0.042429,0.632051,0.005600,0.064566,1.859321,0.148640,0.555953,0.327170,0.386292,0.330855,0.133134,0.103337,0.152245,0.208860,0.183778,0.159359,0.305643,0.002488,0.003018,0.006807,0.005306,0.012919,0.015242,0.002836,0.011258,0.003461,0.002781,0.005010,0.005868,0.003672,Man
0.071234,0.095905,3.104603,0.105011,0.136550,0.347218,0.007989,0.096189,-22.467807,1.336294,-1.431010,0.200770,-0.986804,0.040998,0.457015,-0.192748,-0.279128,0.082247,-0.245356,-0.034062,-0.033934,0.004915,0.002267,0.009621,0.012427,0.014276,0.006575,0.004639,0.011380,0.010702,0.025352,0.008949,0.001859,0.010462,0.048468,0.086270,0.089098,0.031104,0.030303,0.535785,0.005364,0.055397,1.946541,0.645030,0.852415,0.288655,0.515749,0.202169,0.492170,0.162403,0.232765,0.152560,0.195124,0.069776,0.148002,0.002951,0.001170,0.008690,0.006201,0.010456,0.005567,0.002771,0.007476,0.009424,0.038463,0.006041,0.000799,0.008410,Man
0.074410,0.039154,3.120777,0.115903,0.143686,0.395918,0.006929,0.132638,-23.075166,2.198572,-0.905264,0.807345,-1.039601,0.006418,-0.325273,-0.454314,0.213171,-0.029291,-0.316997,-0.094509,-0.010878,0.032074,0.007649,0.010154,0.005722,0.008895,0.010833,0.013527,0.001315,0.016292,0.011364,0.023886,0.024120,0.014768,0.043520,0.034123,0.222222,0.029004,0.023455,0.402652,0.003024,0.094043,1.195303,0.418367,0.408195,0.406591,0.512068,0.246101,0.219238,0.243880,0.240343,0.140258,0.205921,0.160298,0.232577,0.023439,0.008789,0.006807,0.004158,0.007444,0.010526,0.010977,0.000706,0.016650,0.010098,0.017148,0.022221,0.004837,Man
0.050071,0.048802,3.051546,0.102929,0.146666,0.135397,0.007456,0.064428,-23.236049,2.038879,-1.145087,0.921137,-0.754599,0.107844,0.364484,-0.442950,-0.025094,-0.022116,-0.406922,-0.071642,-0.018000,0.018331,0.006239,0.015989,0.005970,0.005859,0.010188,0.018517,0.005639,0.008488,0.014568,0.015974,0.007430,0.010102,0.012994,0.060207,0.304099,0.026537,0.035855,0.092506,0.005000,0.013915,0.959416,0.817528,0.455758,0.547844,0.421242,0.320405,0.314952,0.241590,0.323672,0.222899,0.230115,0.165167,0.142418,0.018231,0.006008,0.020227,0.004602,0.003777,0.010895,0.014797,0.005284,0.006522,0.010366,0.013813,0.009241,0.005656,Man
0.050471,0.065047,3.166286,0.085140,0.115139,0.141067,0.007417,0.073242,-22.241851,1.343265,-1.658913,0.436923,-0.926031,0.006312,-0.158419,-0.225838,-0.216165,0.161079,-0.157119,0.009026,0.122720,0.012098,0.007005,0.004960,0.006248,0.010546,0.010779,0.016580,0.006523,0.011674,0.011143,0.010789,0.025317,0.012208,0.011105,0.057189,0.114339,0.015115,0.025229,0.106856,0.003658,0.018859,1.039094,0.345564,0.394614,0.366941,0.376450,0.192738,0.230670,0.229254,0.191249,0.171796,0.139599,0.134767,0.152034,0.008592,0.006753,0.005880,0.004239,0.008444,0.010458,0.015398,0.005360,0.011058,0.010780,0.010637,0.015891,0.006823,Man
0.048820,0.139546,3.146346,0.089952,0.126444,0.109215,0.009739,0.064995,-22.191824,1.143636,-2.005771,0.439298,-0.559821,0.153886,-0.013450,-0.262629,-0.198703,-0.179740,-0.173902,0.060636,0.036838,0.005809,0.019931,0.005223,0.004653,0.011289,0.013147,0.039397,0.008956,0.018978,0.002467,0.008601,0.004774,0.018091,0.010952,0.115748,0.198561,0.016925,0.025338,0.080370,0.005384,0.012027,1.156349,0.653321,0.232690,0.261623,0.434146,0.220839,0.200680,0.170234,0.205348,0.180185,0.154663,0.254799,0.267129,0.005533,0.022399,0.005293,0.003161,0.011730,0.017123,0.016823,0.012845,0.015997,0.002483,0.007406,0.002449,0.006457,Man
